1,1,3,1
2,1,1,2
3,1,1,3
4,1,0,4
5,1,2,5
6,1,0,6
7,1,0,7
8,1,1,8
9,1,1,9
10,1,0,10
11,1,3,11
12,1,2,12
13,1,0,13
14,1,0,14
15,1,3,15
16,1,3,16
17,1,3,17
18,1,1,18
19,1,3,19
20,1,0,20
21,1,0,21
22,1,1,22
23,1,1,23
24,1,1,24
25,1,2,25
26,1,3,26
27,1,3,27
28,1,0,28
29,1,1,29
30,1,2,30
31,1,0,31
32,1,0,32
33,1,2,33
34,1,2,34
35,1,1,35
36,1,3,36
37,1,0,37
38,1,3,38
39,1,0,39
40,1,0,40
41,1,3,41
42,1,2,42
43,1,2,43
44,1,0,44
45,1,2,45
46,1,2,46
47,1,2,47
48,1,0,48
49,1,3,49
50,1,1,50
51,1,0,51
52,1,2,52
53,1,3,53
54,1,0,54
55,1,0,55
56,1,1,56
57,1,1,57
58,1,2,58
59,1,0,59
60,1,2,60
61,1,2,61
62,1,3,62
63,1,1,63
64,1,3,64
65,1,0,65
66,1,2,66
67,1,3,67
68,1,0,68
69,1,3,69
70,1,1,70
71,1,0,71
72,1,0,72
73,1,3,73
74,1,2,74
75,1,0,75
76,2,2,76
77,2,3,77
78,2,0,78
79,2,2,79
80,2,0,80
81,2,2,81
82,2,0,82
83,2,2,83
84,2,1,84
85,2,0,85
86,2,3,86
87,2,0,87
88,2,3,88
89,2,3,89
90,2,2,90
91,2,3,91
92,2,0,92
93,2,0,93
94,2,1,94
95,2,3,95
96,2,0,96
97,2,2,97
98,2,2,98
99,2,0,99
100,2,0,100
101,2,0,101
102,2,2,102
103,2,2,103
104,2,0,104
105,2,0,105
106,2,0,106
107,2,3,107
108,2,2,108
109,2,0,109
110,2,1,110
111,2,2,111
112,2,1,112
113,2,1,113
114,2,2,114
115,2,3,115
116,2,2,116
117,2,1,117
118,2,1,118
119,2,2,119
120,2,3,120
121,2,0,121
122,2,2,122
123,2,0,123
124,2,3,124
125,2,1,125
126,2,2,126
127,2,3,127
128,2,2,128
129,2,3,129
130,2,3,130
131,2,3,131
132,2,3,132
133,2,3,133
134,2,0,134
135,2,3,135
136,2,2,136
137,2,3,137
138,2,0,138
139,2,2,139
140,2,2,140
141,2,0,141
142,2,1,142
143,2,2,143
144,2,2,144
145,2,0,145
146,2,2,146
147,2,0,147
148,2,3,148
149,2,1,149
150,2,0,150
151,3,1,151
152,3,2,152
153,3,2,153
154,3,3,154
155,3,2,155
156,3,3,156
157,3,1,157
158,3,2,158
159,3,0,159
160,3,1,160
161,3,3,161
162,3,2,162
163,3,3,163
164,3,0,164
165,3,0,165
166,3,0,166
167,3,2,167
168,3,0,168
169,3,1,169
170,3,0,170
171,3,0,171
172,3,3,172
173,3,0,173
174,3,2,174
175,3,1,175
176,3,0,176
177,3,1,177
178,3,1,178
179,3,2,179
180,3,0,180
181,3,0,181
182,3,2,182
183,3,0,183
184,3,0,184
185,3,1,185
186,3,1,186
187,3,1,187
188,3,2,188
189,3,3,189
190,3,3,190
191,3,0,191
192,3,2,192
193,3,2,193
194,3,3,194
195,3,0,195
196,3,1,196
197,3,2,197
198,3,2,198
199,3,2,199
200,3,0,200
201,3,2,201
202,3,3,202
203,3,0,203
204,3,3,204
205,3,3,205
