1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,1,54
55,1,55
56,1,56
57,1,57
58,1,58
59,1,59
60,1,60
61,1,61
62,1,62
63,1,63
64,1,64
65,1,65
66,1,66
67,1,67
68,1,68
69,1,69
70,1,70
71,1,71
72,1,72
73,1,73
74,1,74
75,1,75
76,1,76
77,1,77
78,1,78
79,1,79
80,1,80
81,1,81
82,1,82
83,1,83
84,1,84
85,1,85
86,1,86
87,1,87
88,1,88
89,1,89
90,1,90
91,1,91
92,1,92
93,1,93
94,1,94
95,1,95
96,1,96
97,1,97
98,1,98
99,1,99
100,1,100
101,1,101
102,1,102
103,1,103
104,1,104
105,1,105
106,1,106
107,1,107
108,1,108
109,1,109
110,1,110
111,1,111
112,1,112
113,1,113
114,1,114
115,1,115
116,1,116
117,1,117
118,1,118
119,1,119
120,1,120
121,1,121
122,1,122
123,1,123
124,1,124
125,1,125
126,1,126
127,1,127
128,1,128
129,1,129
130,1,130
131,1,131
132,1,132
133,1,133
134,1,134
135,1,135
136,1,136
137,1,137
138,1,138
139,1,139
140,1,140
141,1,141
142,1,142
143,1,143
144,1,144
145,1,145
146,1,146
147,1,147
148,1,148
149,1,149
150,1,150
151,1,151
152,1,152
153,1,153
154,1,154
155,1,155
156,1,156
157,1,157
158,1,158
159,1,159
160,1,160
161,1,161
162,1,162
163,1,163
164,1,164
165,1,165
166,1,166
167,1,167
168,1,168
169,1,169
170,1,170
171,1,171
172,1,172
173,1,173
174,1,174
175,1,175
176,1,176
177,1,177
178,1,178
179,1,179
180,1,180
181,1,181
182,1,182
183,1,183
184,1,184
185,1,185
186,1,186
187,1,187
188,1,188
189,1,189
190,1,190
191,1,191
192,1,192
193,1,193
194,1,194
195,1,195
196,1,196
197,1,197
198,1,198
199,1,199
200,1,200
201,2,1
202,2,2
203,2,3
204,2,4
205,2,5
206,2,6
207,2,7
208,2,8
209,2,9
210,2,10
211,2,11
212,2,12
213,2,13
214,2,14
215,2,15
216,2,16
217,2,17
218,2,18
219,2,19
220,2,20
221,2,21
222,2,22
223,2,23
224,2,24
225,2,25
226,2,26
227,2,27
228,2,28
229,2,29
230,2,30
231,2,31
232,2,32
233,2,33
234,2,34
235,2,35
236,2,36
237,2,37
238,2,38
239,2,39
240,2,40
241,2,41
242,2,42
243,2,43
244,2,44
245,2,45
246,2,46
247,2,47
248,2,48
249,2,49
250,2,50
251,2,51
252,2,52
253,2,53
254,2,54
255,2,55
256,2,56
257,2,57
258,2,58
259,2,59
260,2,60
261,2,61
262,2,62
263,2,63
264,2,64
265,2,65
266,2,66
267,2,67
268,2,68
269,2,69
270,2,70
271,2,71
272,2,72
273,2,73
274,2,74
275,2,75
276,2,76
277,2,77
278,2,78
279,2,79
280,2,80
281,2,81
282,2,82
283,2,83
284,2,84
285,2,85
286,2,86
287,2,87
288,2,88
289,2,89
290,2,90
291,2,91
292,2,92
293,2,93
294,2,94
295,2,95
296,2,96
297,2,97
298,2,98
299,2,99
300,2,100
301,2,101
302,2,102
303,2,103
304,2,104
305,2,105
306,2,106
307,2,107
308,2,108
309,2,109
310,2,110
311,2,111
312,2,112
313,2,113
314,2,114
315,2,115
316,2,116
317,2,117
318,2,118
319,2,119
320,2,120
321,2,121
322,2,122
323,2,123
324,2,124
325,2,125
326,2,126
327,2,127
328,2,128
329,2,129
330,2,130
331,2,131
332,2,132
333,2,133
334,2,134
335,2,135
336,2,136
337,2,137
338,2,138
339,2,139
340,2,140
341,2,141
342,2,142
343,2,143
344,2,144
345,2,145
346,2,146
347,2,147
348,2,148
349,2,149
350,2,150
351,2,151
352,2,152
353,2,153
354,2,154
355,2,155
356,2,156
357,2,157
358,2,158
359,2,159
360,2,160
361,2,161
362,2,162
363,2,163
364,2,164
365,2,165
366,2,166
367,2,167
368,2,168
369,2,169
370,2,170
371,2,171
372,2,172
373,2,173
374,2,174
375,2,175
376,2,176
377,2,177
378,2,178
379,2,179
380,2,180
381,2,181
382,2,182
383,2,183
384,2,184
385,2,185
386,2,186
387,2,187
388,2,188
389,2,189
390,2,190
391,2,191
392,2,192
393,2,193
394,2,194
395,2,195
396,2,196
397,2,197
398,2,198
399,2,199
400,2,200
