3,1
4,2
5,3
6,4
7,5
28,6
29,7
30,8
31,9
32,10
53,11
54,12
55,13
56,14
57,15
78,16
79,17
80,18
81,19
82,20
103,21
104,22
105,23
106,24
107,25
128,26
129,27
130,28
131,29
132,30
153,31
154,32
155,33
156,34
157,35
178,36
179,37
180,38
181,39
182,40
203,41
204,42
205,43
206,44
207,45
228,46
229,47
230,48
231,49
232,50
253,51
254,52
255,53
256,54
257,55
278,56
279,57
280,58
281,59
282,60
303,61
304,62
305,63
306,64
307,65
328,66
329,67
330,68
331,69
332,70
353,71
354,72
355,73
356,74
357,75
378,76
379,77
380,78
381,79
382,80
403,81
404,82
405,83
406,84
407,85
428,86
429,87
430,88
431,89
432,90
453,91
454,92
455,93
456,94
457,95
478,96
479,97
480,98
481,99
482,100
503,101
504,102
505,103
506,104
507,105
528,106
529,107
530,108
531,109
532,110
553,111
554,112
555,113
556,114
557,115
578,116
579,117
580,118
581,119
582,120
603,121
604,122
605,123
606,124
607,125
628,126
629,127
630,128
631,129
632,130
653,131
654,132
655,133
656,134
657,135
678,136
679,137
680,138
681,139
682,140
703,141
704,142
705,143
706,144
707,145
728,146
729,147
730,148
731,149
732,150
753,151
754,152
755,153
756,154
757,155
778,156
779,157
780,158
781,159
782,160
803,161
804,162
805,163
806,164
807,165
828,166
829,167
830,168
831,169
832,170
853,171
854,172
855,173
856,174
857,175
878,176
879,177
880,178
881,179
882,180
903,181
904,182
905,183
906,184
907,185
928,186
929,187
930,188
931,189
932,190
953,191
954,192
955,193
956,194
957,195
978,196
979,197
980,198
981,199
982,200
1003,201
1004,202
1005,203
1006,204
1007,205
1028,206
1029,207
1030,208
1031,209
1032,210
1053,211
1054,212
1055,213
1056,214
1057,215
1078,216
1079,217
1080,218
1081,219
1082,220
1103,221
1104,222
1105,223
1106,224
1107,225
1128,226
1129,227
1130,228
1131,229
1132,230
1153,231
1154,232
1155,233
1156,234
1157,235
1178,236
1179,237
1180,238
1181,239
1182,240
1203,241
1204,242
1205,243
1206,244
1207,245
1228,246
1229,247
1230,248
1231,249
1232,250
1253,251
1254,252
1255,253
1256,254
1257,255
1278,256
1279,257
1280,258
1281,259
1282,260
1303,261
1304,262
1305,263
1306,264
1307,265
1328,266
1329,267
1330,268
1331,269
1332,270
1353,271
1354,272
1355,273
1356,274
1357,275
1378,276
1379,277
1380,278
1381,279
1382,280
1403,281
1404,282
1405,283
1406,284
1407,285
1428,286
1429,287
1430,288
1431,289
1432,290
1453,291
1454,292
1455,293
1456,294
1457,295
1478,296
1479,297
1480,298
1481,299
1482,300
1503,301
1504,302
1505,303
